Name	lat	lng	population
Villa Las Rosas	-31.95021	-65.05354	744
Villa La Angostura	-40.76173	-71.64631	796
Villa Krause	-31.56667	-68.53333	634
Villa Huidobro	-34.83826	-64.58686	219
Villa Giardino	-31.03333	-64.48333	1086
Villa General Roca	-32.66535	-66.45052	650
Villa General Mitre	-29.1431	-62.65248	90
Villa General Belgrano	-31.97828	-64.55627	742
Villa Dolores	-31.94585	-65.18958	523
Villa de Soto	-30.85523	-64.99947	538
Villa de María	-29.90195	-63.72289	347
Villa del Totoral	-30.81667	-63.71667	233
Villa del Salvador	-31.44155	-68.39745	602
Villa del Rosario	-31.5566	-63.53452	249
Villa del Dique	-32.17667	-64.45543	546
Villa Cura Brochero	-31.70578	-65.01796	909
Villa Constitución	-33.22778	-60.3297	32
Villa Concepción del Tío	-31.32259	-62.81354	125
Chañar Ladeado	-33.32524	-62.03831	116
Villa Castelli	-29.01447	-68.22339	1300
Villa Carlos Paz	-31.42414	-64.49778	666
Villa Cañás	-34.00565	-61.60757	104
Villa Bustos	-29.28636	-67.02067	989
Villa Berthet	-27.29174	-60.41263	83
Villa Atamisqui	-28.49609	-63.81609	124
Villa Ascasubi	-32.16351	-63.89157	337
Villa Ángela	-27.57383	-60.71526	79
Villa Allende	-31.29458	-64.29538	505
Villa Aberastain	-31.65	-68.58333	619
Viedma	-40.81345	-62.99668	8
Vicuña Mackenna	-33.91965	-64.39215	243
Victorica	-36.21505	-65.43586	314
Victoria	-32.61841	-60.15478	52
Viamonte	-33.74647	-63.09764	131
Viale	-31.86782	-60.00722	71
Vera	-29.4593	-60.21261	64
Venado Tuerto	-33.74556	-61.96885	117
28 de Noviembre	-51.5839	-72.21382	227
Veinticinco de Mayo	-37.7741	-67.71638	348
Veinticinco de Mayo	-35.4323	-60.17271	57
Vedia	-34.49558	-61.54138	94
Valle Hermoso	-31.11732	-64.48084	907
Valle Grande	-23.47604	-64.94822	1693
Valcheta	-40.67989	-66.16283	185
Ushuaia	-54.81084	-68.31591	52
Uriburu	-36.50682	-63.86225	144
Unquillo	-31.23073	-64.31615	633
Unión	-35.15282	-65.94602	378
Ulapes	-31.57362	-66.2365	411
Ucacha	-33.03203	-63.50666	197
Tupungato	-33.37146	-69.14845	1077
Tunuyán	-33.57653	-69.01538	883
Tumbaya	-23.85814	-65.46704	2205
Trevelin	-43.0858	-71.46386	380
Tres Lomas	-36.45722	-62.86047	116
Tres Isletas	-26.34067	-60.43207	102
Tres Arroyos	-38.37394	-60.27978	113
Tres Algarrobos	-35.19471	-62.77396	108
Trenque Lauquen	-35.97035	-62.73432	95
Trenel	-35.69837	-64.13218	179
Trelew	-43.24895	-65.30505	14
Trancas	-26.23136	-65.28093	780
Totoras	-32.5844	-61.16852	56
Tostado	-29.23202	-61.76917	77
Tornquist	-38.10122	-62.22267	294
Toledo	-31.55574	-64.00947	371
Toay	-36.67338	-64.3786	190
Tío Pujio	-32.2879	-63.35598	226
Tintina	-27.02687	-62.70643	166
Tinogasta	-28.06319	-67.56488	1212
Tilisarao	-32.73292	-65.29109	752
Tilcara	-23.57817	-65.39516	3180
Ticino	-32.6935	-63.43606	204
Termas de Río Hondo	-27.49362	-64.85972	260
Telsen	-42.43553	-66.94078	348
Telén	-36.26429	-65.51018	303
Tecka	-43.49489	-70.8102	717
Tartagal	-22.51637	-63.80131	499
Tapalqué	-36.35493	-60.0264	90
Tancacha	-32.24309	-63.9807	354
Tamberías	-31.45868	-69.422	1473
Tama	-30.50798	-66.5298	654
Tafí Viejo	-26.73201	-65.25921	629
Tafí del Valle	-26.85275	-65.70983	2000
Taco Pozo	-25.61557	-63.26708	261
Susques	-23.39864	-66.36701	3605
Suncho Corral	-27.93357	-63.42938	135
Sunchales	-30.94404	-61.56148	98
Sumampa	-29.3847	-63.46907	243
Simoca	-27.26272	-65.35647	325
Sierra Grande	-41.60603	-65.35574	245
Sierra Colorada	-40.58487	-67.75674	656
Serrezuela	-30.63761	-65.38692	280
Serrano	-34.46971	-63.53842	147
Senillosa	-39.01412	-68.43281	294
Selva	-29.76776	-62.0477	88
Seguí	-31.95642	-60.12488	102
Sebastián Elcano	-30.16105	-63.5936	211
Saujil	-28.17442	-66.21177	895
Saturnino M. Laspiur	-31.70287	-62.48202	114
Sastre	-31.76762	-61.82887	109
Sarmiento	-45.58815	-69.06996	274
Santo Tomé	-31.66274	-60.7653	19
Santiago Temple	-31.38731	-63.41821	215
Santiago del Estero	-27.79511	-64.26149	188
Santa Victoria	-22.25124	-64.96549	2378
Santa Sylvina	-27.83261	-61.13747	77
Santa Rosa de Tastil	-24.45166	-65.97452	3220
Santa Rosa de Río Primero	-31.15231	-63.40191	171
Santa Rosa del Conlara	-32.34286	-65.20323	591
Santa Rosa de Calamuchita	-32.06905	-64.53631	598
Santa Rosa	-36.61667	-64.28333	179
Santa Rosa	-33.25407	-68.14937	610
Santa María	-26.69547	-66.04732	1885
Santa Magdalena	-34.51776	-63.94409	158
Santa Lucía	-31.53987	-68.49503	620
Santa Isabel	-36.22724	-66.9424	315
Santa Fe	-31.64881	-60.70868	20
Santa Eufemia	-33.17659	-63.28281	155
Santa Clara	-24.30921	-64.66253	573
Santa Catalina	-21.94467	-66.05219	3801
San Salvador de Jujuy	-24.19457	-65.29712	1260
San Ramón de la Nueva Orán	-23.13705	-64.32426	358
San Rafael	-34.61772	-68.33007	702
San Pedro	-27.95386	-65.16651	382
San Pedro de Jujuy	-24.23127	-64.86614	587
Sañogasta	-29.0952	-67.11586	2012
San Nicolás de los Arroyos	-33.33425	-60.2108	28
San Miguel de Tucumán	-26.82414	-65.2226	452
San Martín de los Andes	-40.15789	-71.35337	651
San Martín	-33.08103	-68.46814	661
San Martín	-31.42957	-68.50065	625
San Luis	-33.29501	-66.33563	729
San Lorenzo	-32.74341	-60.73613	30
San Justo	-30.78913	-60.59189	59
San Juan	-31.5375	-68.53639	649
San José de la Dormida	-30.3544	-63.94871	468
San José de Jáchal	-30.24057	-68.74693	1176
San José	-28.38333	-65.7	584
San Jorge	-31.89618	-61.85984	109
San Isidro	-28.46265	-65.72585	518
San Francisco del Monte de Oro	-32.59825	-66.12539	792
San Francisco del Chañar	-29.7883	-63.94411	681
San Francisco	-31.42797	-62.08266	118
San Fernando del Valle de Catamarca	-28.46957	-65.78524	545
San Cristóbal	-30.31053	-61.23724	79
San Carlos de Bolívar	-36.23071	-61.1157	99
San Carlos Centro	-31.72864	-61.09192	44
San Carlos	-31.17761	-65.10245	756
San Carlos	-25.88618	-65.92941	1630
San Blas de los Sauces	-28.41051	-67.09341	1022
San Bernardo	-27.28782	-60.71252	88
San Benito	-31.78371	-60.44156	61
San Basilio	-33.49763	-64.31495	303
San Antonio Oeste	-40.73193	-64.94769	12
San Antonio de los Cobres	-24.21804	-66.31877	3754
San Antonio de Litín	-32.21377	-62.63237	130
San Antonio	-28.01009	-65.70874	1038
San Antonio	-24.36753	-65.33471	1350
San Agustín de Valle Fértil	-30.63353	-67.46821	856
San Agustín	-31.97681	-64.374	548
Samuhú	-27.52116	-60.39167	75
Sampacho	-33.3839	-64.72211	513
Salto	-34.29292	-60.25455	55
Salta	-24.7859	-65.41166	1183
Salsipuedes	-31.13725	-64.29589	739
Salsacate	-31.31842	-65.09003	927
Salliqueló	-36.75216	-62.96053	129
Saldán	-31.30262	-64.307	495
Sacanta	-31.663	-63.04505	166
Rufino	-34.26827	-62.71262	118
Rosario de Lerma	-24.98206	-65.57891	1328
Rosario de la Frontera	-25.79693	-64.97094	787
Rosario	-32.94682	-60.63932	38
Roldán	-32.89846	-60.90681	43
Rojas	-34.19528	-60.735	73
Rodeo	-30.21186	-69.13661	1617
Rivadavia	-33.19051	-68.46081	667
Rivadavia	-31.55389	-68.6525	734
Rivadavia	-24.18552	-62.88535	210
Río Tercero	-32.17301	-64.11405	387
Río Segundo	-31.6526	-63.9099	341
Río Pico	-44.17905	-71.36847	603
Río Mayo	-45.68573	-70.25797	430
Río Grande	-53.78769	-67.70946	9
Río Gallegos	-51.62261	-69.21813	15
Río Cuarto	-33.13067	-64.34992	441
Río Colorado	-38.99397	-64.09295	81
Río Ceballos	-31.16486	-64.32241	705
Rinconada	-22.44083	-66.16779	3915
Recreo	-31.49076	-60.73299	23
Recreo	-29.28184	-65.06096	216
Realicó	-35.03658	-64.2447	167
Rawson	-43.30016	-65.10228	13
Rancul	-35.06862	-64.68107	230
Ramallo	-33.48508	-60.00629	23
Rafaela	-31.25033	-61.4867	103
Rada Tilly	-45.92462	-67.55424	9
Quitilipi	-26.86913	-60.21683	88
Quimilí	-27.64615	-62.41655	135
Quilino	-30.21397	-64.50063	398
Quemú Quemú	-36.05463	-63.56428	121
Punta Alta	-38.87588	-62.07359	8
Puerto Santa Cruz	-50.0191	-68.52321	17
San Julián	-49.30554	-67.72743	20
Puerto Madryn	-42.7692	-65.03851	11
Puerto Deseado	-47.75034	-65.89382	31
Puerta de Corral Quemado	-27.23	-66.93635	1884
Puelches	-38.14562	-65.91426	235
Puan	-37.54576	-62.76723	231
Presidencia Roque Sáenz Peña	-26.78522	-60.43876	97
Pozo Hondo	-27.16607	-64.49	266
Pozo del Tigre	-24.89682	-60.32359	127
Pozo del Molle	-32.0186	-62.91984	160
Porteña	-31.01391	-62.0665	105
Pomán	-28.39455	-66.22052	1167
Pocito	-31.68333	-68.58333	608
Plottier	-38.96667	-68.23333	279
Plaza Huincul	-38.92598	-69.20863	600
Piquillín	-31.30158	-63.75788	285
Pilcaniyeu	-41.12288	-70.72152	987
Pilar	-31.6789	-63.87964	334
Pigüé	-37.60509	-62.40333	294
Piedra del Águila	-40.04811	-70.0741	505
Picún Leufú	-39.51614	-69.28765	386
Pico Truncado	-46.7949	-67.95731	286
Perito Moreno	-46.58995	-70.92975	390
Pergamino	-33.88995	-60.57357	69
Pérez	-32.99835	-60.76791	37
Pellegrini	-36.26584	-63.1655	115
Pehuajó	-35.81077	-61.8968	89
Patquía	-30.04681	-66.88231	435
Paso de Indios	-43.86225	-69.04603	472
Pasco	-32.74733	-63.34232	187
Pascanas	-33.1255	-63.04084	140
Parera	-35.146	-64.50089	202
Paraná	-31.73271	-60.52897	68
Pampa de los Guanacos	-26.23002	-61.83774	161
Pampa del Infierno	-26.50517	-61.17436	126
Palpalá	-24.25647	-65.21163	1126
Palma Sola	-23.97771	-64.30311	664
Oro Verde	-31.82508	-60.51749	86
Ordóñez	-32.84057	-62.86552	138
Oncativo	-31.91353	-63.68201	283
Olta	-30.63117	-66.263	520
Oliva	-32.04158	-63.56978	267
Olavarría	-36.89272	-60.32254	170
Obispo Trejo	-30.78128	-63.41349	103
Nueve de Julio	-35.44437	-60.88313	80
Nueve de Julio	-31.66914	-68.39023	578
Nueva Esperanza	-26.19907	-64.23792	324
Ñorquinco	-41.85072	-70.90173	876
Noetinger	-32.36597	-62.31126	113
Neuquén	-38.95161	-68.0591	281
Naschel	-32.91656	-65.37535	867
Napenay	-26.73333	-60.61667	97
Mutquín	-28.32104	-66.14253	1681
Morteros	-30.71164	-61.99862	99
Morrison	-32.5948	-62.83455	148
Monteros	-27.16741	-65.49832	360
Monte Quemado	-25.80565	-62.83019	224
Monte Maíz	-33.20462	-62.60085	119
Monte Hermoso	-38.9825	-61.29472	13
Monte Cristo	-31.34312	-63.94437	350
Monte Buey	-32.91642	-62.45669	113
Molinos	-25.43935	-66.29412	2042
Miramar	-30.91859	-62.67814	78
Mina Clavero	-31.72101	-65.00619	895
Milagro	-31.00831	-65.99103	377
Miguel Riglos	-36.85398	-63.68842	144
Metán	-25.49905	-64.97388	860
Merlo	-32.34288	-65.01396	863
Mendoza	-32.89084	-68.82717	746
Mendiolaza	-31.26738	-64.30087	540
Melincué	-33.65847	-61.45459	91
Médanos	-38.82803	-62.69355	34
Mattaldi	-34.48194	-64.17255	181
Marull	-30.99471	-62.82576	93
Mariano Moreno	-38.75029	-70.02367	773
Marcos Juárez	-32.6978	-62.10672	117
Maquinchao	-41.24912	-68.70321	898
Malvinas Argentinas	-31.38194	-64.05545	397
Malargüe	-35.47545	-69.58427	1421
Malanzán	-30.80394	-66.60908	889
Malagueño	-31.46467	-64.3584	568
Maipú	-32.97963	-68.78461	813
Mainque	-39.06667	-67.3	218
Maimará	-23.62392	-65.40797	2397
Machagai	-26.92614	-60.04955	90
Macachín	-37.13598	-63.6665	143
San Isidro de Lules	-26.9277	-65.33869	418
Luján de Cuyo	-33.03547	-68.87782	955
Luján	-32.36674	-65.93642	616
Los Varela	-27.93003	-65.87153	1178
Los Telares	-28.98479	-63.44889	107
Los Surgentes	-32.98454	-62.02191	101
Los Menucos	-40.84402	-68.08718	791
Los Juríes	-28.46539	-62.10862	93
Los Frentones	-26.4077	-61.41367	136
Los Cóndores	-32.31983	-64.27751	542
Los Cocos	-30.92497	-64.50207	1179
Los Antiguos	-46.54972	-71.63086	218
Los Altos	-28.04845	-65.49945	499
Lonquimay	-36.46546	-63.62429	142
Londres	-27.71439	-67.13349	1222
Loncopué	-38.07284	-70.61609	963
Lincoln	-34.86649	-61.5302	92
Limay Mahuida	-37.15966	-66.67436	265
Libertador General San Martín	-32.41074	-65.67586	944
Libertador General San Martín	-23.80644	-64.78757	485
Leones	-32.66174	-62.29678	120
Leleque	-42.41225	-71.06797	664
La Viña	-25.46642	-65.5663	1193
La Toma	-33.05258	-65.62385	897
La Tigra	-27.10996	-60.58719	93
Las Varillas	-31.87208	-62.71946	138
Las Varas	-31.8026	-62.61655	128
Las Rosas	-32.47661	-61.58041	107
Las Plumas	-43.72058	-67.28319	169
Las Perdices	-32.69794	-63.70634	253
Las Parejas	-32.68478	-61.51637	104
Las Ovejas	-36.98881	-70.74991	1264
Las Lomitas	-24.70955	-60.59303	134
Las Lajitas	-24.72762	-64.19335	440
Las Lajas	-38.52322	-70.36745	718
Las Junturas	-31.83125	-63.45016	238
Las Higueras	-33.09231	-64.28899	432
Las Heras	-46.54186	-68.93593	336
Las Heras	-32.85273	-68.82837	723
Las Coloradas	-39.55534	-70.59491	913
Las Breñas	-27.08966	-61.08161	104
Las Acequias	-33.28155	-63.9761	295
La Rioja	-29.41105	-66.85067	502
La Quiaca	-22.10236	-65.59299	3451
La Puerta de San José	-27.55	-67.01667	1434
La Puerta	-28.17036	-65.79015	892
Laprida	-37.54415	-60.79969	213
La Poma	-24.72196	-66.20106	3016
La Playosa	-32.10002	-63.03088	175
La Paz	-33.46091	-67.54956	510
La Para	-30.89416	-63.00107	93
La Merced	-28.15195	-65.66029	887
La Mendieta	-24.31187	-64.96377	735
La Maruja	-35.6736	-64.93997	283
Lamarque	-39.42304	-65.70208	128
Laguna Yema	-24.25391	-61.24466	162
Laguna Paiva	-31.30391	-60.65894	24
Laguna Larga	-31.77652	-63.80104	308
La Granja	-31.00919	-64.26869	695
Lago Puelo	-42.06684	-71.60384	207
La Francia	-31.40675	-62.63396	112
La Falda	-31.08841	-64.48987	947
La Cumbre	-30.98201	-64.49139	1146
La Consulta	-33.73579	-69.12181	1025
La Cocha	-27.76927	-65.58711	445
La Clotilde	-27.13333	-60.66667	94
La Cesira	-33.95115	-62.97238	133
La Carlota	-33.41993	-63.29769	147
La Candelaria	-26.12708	-65.0496	1042
La Cañada	-27.70826	-63.77366	156
La Calera	-31.34377	-64.33529	495
La Caldera	-24.60477	-65.38181	1389
Laboulaye	-34.12662	-63.39119	143
Laborde	-33.15319	-62.85661	127
La Banda	-27.73348	-64.24278	193
Justo Daract	-33.8594	-65.18277	421
Justiniano Posse	-32.88411	-62.67788	120
Junín de los Andes	-39.95043	-71.06936	779
Junín	-34.58382	-60.94332	83
Junín	-33.14765	-68.47899	669
José de San Martín	-44.05032	-70.46967	700
Joaquín V. González	-25.11364	-64.12628	362
Jesús María	-30.98153	-64.09424	533
James Craik	-32.1612	-63.46688	246
Jacinto Arauz	-38.08606	-63.43169	162
Italó	-34.79237	-63.78199	144
Isla Verde	-33.24104	-62.40297	121
Iruya	-22.79189	-65.21703	2810
Intendente Alvear	-35.23383	-63.59205	129
Inriville	-32.94424	-62.23028	108
Ingenio La Esperanza	-24.22554	-64.83896	557
Ingeniero Luis A. Huergo	-39.07146	-67.2379	215
Ingeniero Luiggi	-35.38585	-64.46519	192
Ingeniero Jacobacci	-41.3292	-69.55015	872
Ingeniero Guillermo N. Juárez	-23.9	-61.85	185
Idiazábal	-32.81411	-63.03252	150
Icaño	-28.91934	-65.32817	358
Humahuaca	-23.20544	-65.35048	2970
Huinca Renancó	-34.84038	-64.3758	186
Huillapima	-28.72533	-65.9787	467
Huerta Grande	-31.07524	-64.49063	997
Huanchillas	-33.66653	-63.63701	161
Hualfín	-27.22896	-66.83131	1842
Hoyo de Epuyén	-42.07189	-71.50811	231
Hersilia	-30.00447	-61.8408	93
Herrera	-28.48094	-63.06779	111
Hernando	-32.42657	-63.73333	279
Hernández	-32.3373	-60.0216	100
Hermoso Campo	-27.60816	-61.34441	86
Henderson	-36.3	-61.71667	110
Helvecia	-31.09834	-60.0883	26
Guatraché	-37.66776	-63.53021	174
Guatimozín	-33.46149	-62.43844	127
Guaminí	-37.01381	-62.41858	110
Guachipas	-25.52031	-65.50937	1096
Graneros	-27.64934	-65.4383	326
Granadero Baigorria	-32.85683	-60.71754	32
Godoy Cruz	-32.92863	-68.8351	809
Gobernador Gregores	-48.75057	-70.24741	289
Gobernador Gálvez	-33.03016	-60.64045	28
Gobernador Costa	-44.04992	-70.59798	721
General Villegas	-35.03285	-63.01252	112
General Viamonte	-35.00014	-61.03508	73
General San Martín	-37.97904	-63.60449	165
General Roca	-39.03333	-67.58333	237
General Roca	-32.73196	-61.91599	90
General Ramírez	-32.17601	-60.20079	117
General Pinto	-34.76459	-61.89093	101
General Pinedo	-27.31667	-61.28333	95
General Pico	-35.65662	-63.75682	143
General Martín Miguel de Güemes	-24.67034	-65.04765	742
General Manuel J. Campos	-37.46025	-63.58537	159
General Levalle	-34.01472	-63.92413	180
General Lavalle	-32.72218	-68.59137	609
General La Madrid	-37.24755	-61.26273	172
General Fernández Oro	-38.95297	-67.92489	258
General Enrique Mosconi	-23.21667	-62.3	208
General Enrique Mosconi	-22.59588	-63.81255	481
General Enrique Godoy	-39.07891	-67.15807	209
General Conesa	-40.10408	-64.45592	58
General Cabrera	-32.81313	-63.87243	298
General Baldissera	-33.12246	-62.3063	112
General Arenales	-34.30264	-61.30522	90
General Alvear	-36.02078	-60.0145	57
General Alvear	-34.97696	-67.69116	478
General Acha	-37.37698	-64.60431	230
Gastre	-42.26186	-69.22112	1034
Garza	-28.15321	-63.53935	130
Gancedo	-27.49038	-61.67571	105
Gálvez	-32.02927	-61.22103	57
Gaimán	-43.2897	-65.4929	21
Funes	-32.91568	-60.80995	36
Frías	-28.63593	-65.13102	334
Fray Luis Beltrán	-39.31369	-65.76002	135
Fray Luis A. Beltrán	-32.79122	-60.72819	30
Fraile Pintado	-23.94079	-64.79943	463
Firmat	-33.45937	-61.4832	109
Fiambalá	-27.67225	-67.6187	1521
Fernández	-27.92037	-63.89349	155
Famatina	-28.92264	-67.52016	1567
Famaillá	-27.05413	-65.40329	368
Etruria	-32.94008	-63.2466	163
Estanislao del Campo	-25.05504	-60.09218	115
Esquel	-42.91147	-71.31947	577
Esperanza	-31.4488	-60.93173	40
Embarcación	-23.21003	-64.09965	292
Embalse	-32.18	-64.41809	561
Embajador Martini	-35.38633	-64.28092	174
El Trébol	-32.2008	-61.7014	96
El Tío	-31.38357	-62.82938	126
El Simbolar	-27.97167	-64.89544	507
El Rodeo	-28.21518	-65.8742	1296
El Quebrachal	-25.28333	-64.06667	355
El Maitén	-42.04924	-71.16693	704
El Huecú	-37.64522	-70.58006	1224
El Hoyo	-27.02872	-63.23197	176
El Galpón	-25.38069	-64.65259	527
Elena	-32.57205	-64.39481	635
El Cuy	-39.92685	-68.34208	717
El Carril	-25.0741	-65.49174	1168
El Carmen	-24.38682	-65.26177	1178
El Calafate	-50.34075	-72.27682	205
El Bolsón	-41.96051	-71.53336	320
El Arañado	-31.7412	-62.89322	150
El Alto	-28.31123	-65.36397	977
El Aguilar	-23.21572	-65.68005	4040
Eduardo Castex	-35.91501	-64.29448	193
Dolavón	-43.30684	-65.70651	16
Doblas	-37.14967	-64.01183	161
Diamante	-32.06641	-60.63837	71
Devoto	-31.40431	-62.30634	112
Despeñaderos	-31.81626	-64.28989	451
Del Campillo	-34.37659	-64.49504	228
Deán Funes	-30.42036	-64.34984	691
Darwin	-39.20334	-65.73952	137
Dalmacio Vélez Sársfield	-32.61072	-63.58038	235
Daireaux	-36.6	-61.75	118
Cutral-Có	-38.93424	-69.23052	613
Cuchillo Có	-38.33349	-64.64331	248
Cruz del Eje	-30.72644	-64.80387	465
Cruz Alta	-33.00887	-61.80746	78
Crespo	-32.02873	-60.30658	109
Costa Sacate	-31.6477	-63.75935	308
Cosquín	-31.24508	-64.46563	707
Corzuela	-26.95374	-60.96928	106
Corralito	-32.02462	-64.19216	473
Corral de Bustos	-33.28205	-62.18463	118
Coronel Suárez	-37.45467	-61.93343	239
Coronel Pringles	-37.98295	-61.35615	254
Coronel Moldes	-33.6227	-64.59711	365
Coronel Du Graty	-27.68038	-60.91462	82
Coronel Dorrego	-38.71867	-61.28733	112
Coronel Belisle	-39.18688	-65.95422	156
Coronel Baigorria	-32.8477	-64.36107	532
Coronda	-31.97263	-60.91983	19
Córdoba	-31.4135	-64.18105	395
Contraalmirante Cordero	-38.72423	-68.15284	303
Concepción del Bermejo	-26.59926	-60.94617	113
Concepción	-27.34127	-65.59636	374
Concarán	-32.56009	-65.2427	673
Comodoro Rivadavia	-45.86413	-67.49656	65
Comandante Luis Piedra Buena	-49.98513	-68.91467	12
Comallo	-41.02993	-70.26784	772
Colonia San Bartolomé	-31.5278	-62.72436	125
Colonia La Tordilla	-31.23746	-63.06134	141
Colonia Dora	-28.6	-62.95	107
Colonia Barón	-36.15152	-63.85404	154
Colón	-33.89512	-61.1011	91
Clodomira	-27.5744	-64.13108	180
Cipolletti	-38.93392	-67.99032	267
Cintra	-32.30673	-62.65214	130
Cinco Saltos	-38.82225	-68.06293	288
Chumbicha	-28.8543	-66.235	427
Chos Malal	-37.37809	-70.27085	858
Chorotis	-27.91578	-61.39982	76
Choele Choel	-39.28941	-65.6606	131
Chivilcoy	-34.89566	-60.01667	60
Chimpay	-39.16482	-66.14236	158
Chimbas	-31.48333	-68.53333	642
Chilecito	-29.16195	-67.4974	1125
Chicoana	-25.10502	-65.53473	1238
Chichinales	-39.11505	-66.92714	197
Chepes	-31.34363	-66.58894	644
Chazón	-33.07872	-63.27657	164
Charras	-33.024	-64.04719	350
Charata	-27.21438	-61.18795	98
Chamical	-30.36002	-66.31399	473
Chacabuco	-34.64167	-60.47389	73
Cervantes	-39.05444	-67.39426	222
Cerrillos	-24.89833	-65.48706	1256
Ceres	-29.881	-61.94504	90
Centenario	-38.82955	-68.1318	292
Cavanagh	-33.47606	-62.33888	123
Caucete	-31.65179	-68.28105	578
Catriló	-36.40597	-63.42168	129
Catriel	-37.87907	-67.7956	323
Castro Barros	-30.57952	-65.72696	236
Castelli	-25.94679	-60.61947	113
Casilda	-33.04417	-61.16806	79
Carrilobo	-31.87296	-63.11715	185
Carnerillo	-32.91371	-64.02175	322
Carmen de Patagones	-40.79828	-62.98097	31
Carlos Tejedor	-35.39265	-62.42146	96
Carlos Casares	-35.62171	-61.36169	81
Carhué	-37.17668	-62.75792	110
Carcarañá	-32.85679	-61.15331	59
Capitán Bermúdez	-32.82262	-60.71852	35
Capilla del Monte	-30.86088	-64.52515	984
Capayán	-28.77436	-66.04749	445
Candelaria	-32.06036	-65.82477	410
Canals	-33.56542	-62.88927	127
Cañada de Luque	-30.73341	-63.72375	239
Cañada de Gómez	-32.81636	-61.39493	93
Campo Quijano	-24.90982	-65.63656	1501
Campo Largo	-26.80077	-60.84215	106
Campo Gallo	-26.58333	-62.85	194
Camilo Aldao	-33.12745	-62.09453	113
Camarones	-44.79709	-65.70994	32
Calingasta	-31.33394	-69.4208	1369
Calilegua	-23.77368	-64.77002	468
Caleufú	-35.59559	-64.55778	208
Caleta Olivia	-46.43929	-67.52814	17
Calchaquí	-29.88767	-60.28697	59
Caimancito	-23.74069	-64.5937	375
Cafayate	-26.07286	-65.97766	1625
Cachí	-25.12033	-66.16519	2355
Buta Ranquil	-37.05222	-69.87713	1152
Burruyacú	-26.49918	-64.74206	526
Buena Esperanza	-34.75647	-65.25379	323
Buchardo	-34.72263	-63.5092	133
Brinkmann	-30.86589	-62.03742	105
Brea Pozo	-28.24382	-63.95091	143
Bragado	-35.11912	-60.48966	62
Berrotarán	-32.451	-64.38867	631
Bernasconi	-37.90459	-63.7424	164
Bernardo Larroudé	-35.02449	-63.58253	127
Beltrán	-27.82913	-64.06098	172
Bell Ville	-32.62591	-62.68873	132
Bella Vista	-27.03424	-65.30196	366
Belén	-27.65103	-67.02869	1262
Barrancas	-36.82344	-69.91564	1099
Bandera	-28.8884	-62.266	97
Banda del Río Salí	-26.83333	-65.16667	431
Bañado de Ovanta	-28.10564	-65.31884	474
Balnearia	-31.0088	-62.66733	86
Bahía Blanca	-38.71959	-62.27243	24
Aviá Terai	-26.68532	-60.7292	103
Arrufó	-30.23281	-61.72862	94
Arroyo Seco	-33.15489	-60.50863	29
Arroyo Cabral	-32.49119	-63.40126	223
Arroyito	-31.42022	-63.05002	154
Arrecifes	-34.0639	-60.10357	46
Arraga	-28.04978	-64.22254	169
Armstrong	-32.78215	-61.60222	122
Arias	-33.64411	-62.40272	127
Arauco	-28.58071	-66.7925	820
Arata	-35.63895	-64.35621	217
Aranguren	-32.24252	-60.16107	114
Apolinario Saravia	-24.43276	-63.99535	361
Antofagasta de la Sierra	-26.0594	-67.40636	3368
Anguil	-36.52567	-64.01025	159
Añelo	-38.35441	-68.7884	403
Andalgalá	-27.58185	-66.31626	1020
Andacollo	-37.17945	-70.66912	1096
Ancasti	-28.81247	-65.50145	883
Añatuya	-28.46064	-62.83472	111
Aminga	-28.84771	-66.93024	1388
Florentino Ameghino	-34.84405	-62.46701	116
Aluminé	-39.23686	-70.9197	937
Altos de Chipión	-30.9559	-62.33727	109
Alto Río Senguer	-45.04105	-70.81982	697
Alta Italia	-35.3335	-64.11496	167
Alta Gracia	-31.65292	-64.42826	556
Alpachiri	-37.37704	-63.77445	161
Almafuerte	-32.19296	-64.25559	430
Allen	-38.97736	-67.82714	258
Algarrobo del Águila	-36.39968	-67.14511	306
Alejo Ledesma	-33.60643	-62.62304	132
Alejandro Roca	-33.35369	-63.71849	216
Alderetes	-26.81667	-65.13333	454
Alberti	-35.02692	-60.27587	54
Albardón	-31.43722	-68.52556	641
Aimogasta	-28.56091	-66.80588	846
Aguilares	-27.4338	-65.61427	375
Agua de Oro	-31.06661	-64.30017	791
Adelia María	-33.63152	-64.02097	266
Achiras	-33.17538	-64.99331	832
Abra Pampa	-22.72049	-65.69697	3487
Balvanera	-34.61032	-58.39766	35
Villa Santa Rita	-34.61082	-58.481	25
Bella Italia	-31.28182	-61.41092	77
Cariló	-37.16524	-56.89133	6
Villa Mercedes	-33.67571	-65.45783	516
La Punta	-33.18368	-66.3127	814
Villa Berna	-31.91419	-64.73249	1373
Cuesta Blanca	-31.48658	-64.5715	756
Avellaneda	-34.66018	-58.36744	13
San Miguel	-34.54335	-58.71229	30
San Carlos de Bariloche	-41.14557	-71.30822	839
Santa Catalina - Dique Lujan	-34.38375	-58.70673	-2
Río Turbio	-51.53587	-72.33673	324
Adrogué	-34.80041	-58.38384	28
Los Laureles	-29.36847	-59.73634	50
Gato Colorado	-28.02219	-61.18663	71
Tolhuin	-54.51083	-67.1955	121
Villa General Guemes	-24.7553	-59.4894	109
Ingeniero Pablo Nogués	-34.47775	-58.70652	15
